maintenance_id,date_logged,vehicle_id,fault_type,severity,days_from_first_signal_to_detection,downtime_hours,cost_gbp
M00862,2026-03-08,V0035,BodyDamage,High,1,25,1472
M00863,2026-03-08,V0357,BatteryDegradation,Low,16,6,399
M00864,2026-03-08,V0320,EngineFault,Medium,10,9,500
M00865,2026-03-08,V0059,TyreWear,Low,6,7,366
M00866,2026-03-08,V0175,SensorMalfunction,Low,6,7,368
M00867,2026-03-08,V0355,BatteryDegradation,Medium,9,11,712
M00868,2026-03-08,V0275,BatteryDegradation,Low,9,7,307
M00869,2026-03-08,V0327,EngineFault,Medium,5,12,702
M00870,2026-03-08,V0236,BodyDamage,High,1,25,1237
M00871,2026-03-08,V0389,BrakeIssue,Low,7,2,200
M00872,2026-03-08,V0353,EngineFault,Medium,7,11,416
M00873,2026-03-08,V0349,EngineFault,Medium,10,8,669
M00874,2026-03-08,V0141,EngineFault,Low,10,4,334
M00875,2026-03-08,V0281,TyreWear,Critical,2,72,3643
M00876,2026-03-08,V0079,BrakeIssue,Low,10,7,372
M00877,2026-03-08,V0246,BrakeIssue,Medium,10,13,493
M00878,2026-03-08,V0325,SensorMalfunction,Medium,6,10,564
M00879,2026-03-08,V0199,TyreWear,Medium,5,8,370
M00880,2026-03-08,V0383,TyreWear,Low,8,7,219
M00881,2026-03-08,V0081,BatteryDegradation,Low,6,4,228
M00882,2026-03-08,V0275,BodyDamage,Medium,5,11,546
M00883,2026-03-09,V0240,EngineFault,High,1,28,1546
M00884,2026-03-09,V0203,BrakeIssue,Medium,11,12,436
M00885,2026-03-09,V0367,TyreWear,Low,10,5,173
M00886,2026-03-09,V0257,EngineFault,High,3,26,1537
M00887,2026-03-09,V0065,BrakeIssue,High,6,28,1425
M00888,2026-03-09,V0043,BatteryDegradation,Critical,2,75,3780
M00889,2026-03-09,V0355,SensorMalfunction,Medium,8,9,531
M00890,2026-03-09,V0104,EngineFault,High,2,29,1449
M00891,2026-03-09,V0189,TyreWear,Low,5,4,297
M00892,2026-03-09,V0157,TyreWear,Low,3,4,188
M00893,2026-03-09,V0386,BatteryDegradation,High,5,24,1518
M00894,2026-03-09,V0056,SensorMalfunction,Medium,12,8,710
M00895,2026-03-09,V0298,BrakeIssue,High,6,28,1569
M00896,2026-03-09,V0102,BatteryDegradation,High,2,28,1441
M00897,2026-03-09,V0129,BatteryDegradation,Medium,9,11,355
M00898,2026-03-09,V0264,BodyDamage,Medium,6,8,696
M00899,2026-03-09,V0071,BodyDamage,Critical,2,77,3656
M00900,2026-03-09,V0230,EngineFault,Medium,10,13,704
M00901,2026-03-09,V0108,BodyDamage,Medium,7,9,568
M00902,2026-03-09,V0316,BatteryDegradation,Low,6,6,203
M00903,2026-03-09,V0322,TyreWear,Medium,9,10,713
M00904,2026-03-09,V0007,BatteryDegradation,Medium,8,9,670
M00905,2026-03-09,V0228,BatteryDegradation,Critical,5,75,3820
M00906,2026-03-09,V0388,EngineFault,Low,7,3,452
M00907,2026-03-09,V0166,BrakeIssue,Medium,6,13,422
M00908,2026-03-10,V0054,BodyDamage,Low,10,5,193
M00909,2026-03-10,V0347,BodyDamage,High,5,29,1528
M00910,2026-03-10,V0272,BatteryDegradation,Low,8,2,466
M00911,2026-03-10,V0093,TyreWear,Medium,13,9,562
M00912,2026-03-10,V0350,BodyDamage,Low,11,7,245
M00913,2026-03-10,V0121,EngineFault,Medium,8,13,545
M00914,2026-03-10,V0317,TyreWear,High,5,25,1304
M00915,2026-03-10,V0069,TyreWear,High,1,24,1586
M00916,2026-03-10,V0200,BrakeIssue,Low,8,6,470
M00917,2026-03-10,V0090,TyreWear,Medium,7,12,668
M00918,2026-03-10,V0212,SensorMalfunction,High,3,24,1292
M00919,2026-03-10,V0041,EngineFault,High,1,29,1485
M00920,2026-03-10,V0242,EngineFault,High,2,25,1384
M00921,2026-03-10,V0144,SensorMalfunction,High,4,27,1494
M00922,2026-03-10,V0020,EngineFault,Low,16,2,235
M00923,2026-03-10,V0322,TyreWear,High,1,27,1578
M00924,2026-03-10,V0049,BodyDamage,Low,8,6,347
M00925,2026-03-10,V0075,EngineFault,Low,5,6,475
M00926,2026-03-10,V0087,BatteryDegradation,Medium,5,9,431
M00927,2026-03-10,V0257,TyreWear,Medium,7,10,696
M00928,2026-03-10,V0301,EngineFault,Low,6,5,357
M00929,2026-03-10,V0127,BatteryDegradation,Medium,8,8,395
M00930,2026-03-10,V0203,SensorMalfunction,Medium,8,12,495
M00931,2026-03-10,V0382,EngineFault,Low,6,7,305
M00932,2026-03-10,V0208,BodyDamage,Low,8,2,267
M00933,2026-03-10,V0140,EngineFault,Low,10,5,451
M00934,2026-03-10,V0258,TyreWear,Low,12,4,262
M00935,2026-03-10,V0098,SensorMalfunction,Critical,2,74,3577
M00936,2026-03-10,V0152,BrakeIssue,Low,2,3,90
M00937,2026-03-10,V0038,BodyDamage,Critical,1,76,3609
M00938,2026-03-10,V0088,BrakeIssue,High,5,28,1576
M00939,2026-03-11,V0239,EngineFault,Critical,2,75,3520
M00940,2026-03-11,V0185,SensorMalfunction,High,3,28,1467
M00941,2026-03-11,V0301,BrakeIssue,Medium,8,9,675
M00942,2026-03-11,V0243,EngineFault,High,4,29,1202
M00943,2026-03-11,V0252,EngineFault,Low,8,5,167
M00944,2026-03-11,V0146,BrakeIssue,Medium,5,8,601
M00945,2026-03-11,V0237,EngineFault,Low,7,5,320
M00946,2026-03-11,V0296,EngineFault,Low,9,3,333
M00947,2026-03-11,V0131,BrakeIssue,Medium,11,8,440
M00948,2026-03-11,V0152,SensorMalfunction,Medium,5,9,402
M00949,2026-03-11,V0002,EngineFault,Low,1,4,192
M00950,2026-03-11,V0315,SensorMalfunction,Low,12,2,113
M00951,2026-03-11,V0066,BatteryDegradation,Critical,2,73,3777
M00952,2026-03-11,V0055,BrakeIssue,Critical,5,77,3657
M00953,2026-03-11,V0072,EngineFault,Medium,11,10,664
M00954,2026-03-11,V0081,BrakeIssue,Medium,8,8,480
M00955,2026-03-11,V0345,SensorMalfunction,High,1,25,1545
M00956,2026-03-11,V0334,BrakeIssue,Low,9,5,363
M00957,2026-03-11,V0128,SensorMalfunction,Medium,9,12,450
M00958,2026-03-11,V0165,TyreWear,Low,11,4,190
M00959,2026-03-11,V0088,BodyDamage,Low,9,4,430
M00960,2026-03-12,V0167,BrakeIssue,Low,7,3,109
M00961,2026-03-12,V0352,BatteryDegradation,Medium,7,10,582
M00962,2026-03-12,V0235,BodyDamage,High,4,27,1226
M00963,2026-03-12,V0230,BrakeIssue,Medium,9,12,630
M00964,2026-03-12,V0032,SensorMalfunction,Critical,5,72,3717
M00965,2026-03-12,V0158,BrakeIssue,Low,10,4,105
M00966,2026-03-12,V0105,BatteryDegradation,Low,6,2,285
M00967,2026-03-12,V0060,BodyDamage,Low,6,4,149
M00968,2026-03-12,V0024,TyreWear,Critical,1,76,3770
M00969,2026-03-12,V0251,BatteryDegradation,Medium,12,8,392
M00970,2026-03-12,V0035,SensorMalfunction,Medium,8,9,529
M00971,2026-03-12,V0083,BrakeIssue,Critical,4,75,3534
M00972,2026-03-12,V0262,SensorMalfunction,Medium,10,12,747
M00973,2026-03-12,V0116,BrakeIssue,Low,3,3,387
M00974,2026-03-12,V0013,BrakeIssue,Low,5,7,448
M00975,2026-03-12,V0248,BatteryDegradation,High,3,29,1553
M00976,2026-03-12,V0332,BrakeIssue,High,1,24,1416
M00977,2026-03-12,V0069,BrakeIssue,Critical,2,77,3878
M00978,2026-03-12,V0025,SensorMalfunction,Critical,5,74,3659
M00979,2026-03-13,V0120,BrakeIssue,Medium,8,13,445
M00980,2026-03-13,V0029,EngineFault,Medium,5,12,739
M00981,2026-03-13,V0048,TyreWear,High,4,27,1254
M00982,2026-03-13,V0385,EngineFault,Medium,8,8,506
M00983,2026-03-13,V0169,TyreWear,Critical,3,76,3720
M00984,2026-03-13,V0055,BatteryDegradation,High,6,25,1467
M00985,2026-03-13,V0019,BrakeIssue,High,3,28,1350
M00986,2026-03-13,V0304,BrakeIssue,Medium,7,9,434
M00987,2026-03-13,V0182,SensorMalfunction,Low,7,6,328
M00988,2026-03-13,V0178,EngineFault,Low,8,6,103
M00989,2026-03-13,V0197,BatteryDegradation,High,1,26,1414
M00990,2026-03-13,V0003,TyreWear,Critical,3,72,3652
M00991,2026-03-13,V0174,TyreWear,Medium,11,13,721
M00992,2026-03-13,V0322,BodyDamage,Low,10,6,232
M00993,2026-03-13,V0395,BodyDamage,High,3,28,1233
M00994,2026-03-13,V0254,BatteryDegradation,Medium,10,10,739
M00995,2026-03-13,V0004,BatteryDegradation,High,0,27,1400
M00996,2026-03-13,V0091,TyreWear,Low,5,4,274
M00997,2026-03-13,V0121,SensorMalfunction,Medium,9,9,496
M00998,2026-03-14,V0217,SensorMalfunction,Medium,9,8,720
M00999,2026-03-14,V0333,BrakeIssue,Low,13,6,142
M01000,2026-03-14,V0327,BrakeIssue,Low,10,6,189
M01001,2026-03-14,V0240,BodyDamage,Critical,1,75,3648
M01002,2026-03-14,V0376,TyreWear,Low,7,3,478
M01003,2026-03-14,V0187,BatteryDegradation,Low,6,7,208
M01004,2026-03-14,V0282,BodyDamage,Low,12,4,189
M01005,2026-03-14,V0130,BatteryDegradation,High,1,28,1312
M01006,2026-03-14,V0142,SensorMalfunction,Low,4,5,399
M01007,2026-03-14,V0352,SensorMalfunction,Critical,5,76,3885
M01008,2026-03-14,V0186,TyreWear,Critical,2,75,3698
M01009,2026-03-14,V0367,SensorMalfunction,Low,6,3,189
M01010,2026-03-14,V0260,TyreWear,Medium,7,10,735
M01011,2026-03-14,V0002,EngineFault,Critical,2,73,3809
M01012,2026-03-14,V0051,TyreWear,Low,7,7,166
M01013,2026-03-14,V0137,BatteryDegradation,Low,4,6,410
M01014,2026-03-14,V0159,EngineFault,High,1,28,1451
M01015,2026-03-14,V0322,BatteryDegradation,Low,7,5,433
M01016,2026-03-14,V0194,BrakeIssue,Medium,9,9,437
M01017,2026-03-14,V0126,TyreWear,Low,5,6,397
M01018,2026-03-14,V0232,EngineFault,Medium,8,12,598
M01019,2026-03-15,V0290,TyreWear,Low,4,5,383
M01020,2026-03-15,V0212,SensorMalfunction,Medium,8,9,585
M01021,2026-03-15,V0102,TyreWear,Low,6,5,197
M01022,2026-03-15,V0082,TyreWear,Critical,7,72,3639
M01023,2026-03-15,V0100,SensorMalfunction,High,5,27,1295
M01024,2026-03-15,V0049,BodyDamage,Medium,7,9,643
M01025,2026-03-15,V0200,BrakeIssue,Low,6,2,207
M01026,2026-03-15,V0149,BrakeIssue,Medium,5,13,376
M01027,2026-03-15,V0387,EngineFault,Medium,8,10,545
M01028,2026-03-15,V0033,SensorMalfunction,Medium,7,12,436
M01029,2026-03-15,V0326,BatteryDegradation,High,1,25,1542
M01030,2026-03-15,V0375,BodyDamage,Critical,2,74,3524
M01031,2026-03-15,V0363,EngineFault,Medium,18,11,369
M01032,2026-03-15,V0374,BatteryDegradation,Low,7,4,289
M01033,2026-03-15,V0040,BodyDamage,Low,3,7,415
M01034,2026-03-15,V0237,EngineFault,Medium,7,8,574
M01035,2026-03-15,V0149,BodyDamage,High,2,24,1347
M01036,2026-03-15,V0338,BodyDamage,Medium,8,12,478
M01037,2026-03-15,V0282,EngineFault,Low,2,3,91
M01038,2026-03-15,V0128,BrakeIssue,Low,5,2,122
M01039,2026-03-15,V0231,BrakeIssue,Medium,6,13,599
M01040,2026-03-15,V0089,BatteryDegradation,Low,9,4,303
M01041,2026-03-15,V0241,BrakeIssue,Medium,10,9,498
M01042,2026-03-15,V0278,BodyDamage,Low,7,5,260
M01043,2026-03-15,V0378,BodyDamage,High,2,28,1355
M01044,2026-03-15,V0288,BrakeIssue,Critical,3,72,3618
M01045,2026-03-15,V0178,EngineFault,Medium,11,8,653
M01046,2026-03-15,V0078,EngineFault,Low,8,5,153
M01047,2026-03-15,V0057,BatteryDegradation,Critical,1,76,3611
M01048,2026-03-15,V0060,SensorMalfunction,Medium,6,12,378
M01049,2026-03-16,V0018,BodyDamage,High,9,26,1571
M01050,2026-03-16,V0181,EngineFault,Medium,6,12,652
M01051,2026-03-16,V0216,BatteryDegradation,Critical,2,75,3881
M01052,2026-03-16,V0039,EngineFault,Medium,11,10,391
M01053,2026-03-16,V0330,BatteryDegradation,High,1,27,1358
M01054,2026-03-16,V0125,BodyDamage,Medium,8,9,519
M01055,2026-03-16,V0033,BatteryDegradation,Critical,3,77,3602
M01056,2026-03-16,V0032,BrakeIssue,Medium,9,11,591
M01057,2026-03-16,V0117,SensorMalfunction,Medium,8,12,515
M01058,2026-03-16,V0335,EngineFault,Low,8,3,383
M01059,2026-03-16,V0196,EngineFault,Critical,4,77,3640
M01060,2026-03-16,V0300,BrakeIssue,Medium,9,13,605
M01061,2026-03-16,V0200,SensorMalfunction,Low,5,7,330
M01062,2026-03-16,V0105,BatteryDegradation,Low,12,3,267
M01063,2026-03-16,V0147,SensorMalfunction,Low,6,5,440
M01064,2026-03-16,V0260,SensorMalfunction,Medium,4,8,509
M01065,2026-03-16,V0195,SensorMalfunction,Low,10,7,379
M01066,2026-03-16,V0046,SensorMalfunction,Medium,7,11,426
M01067,2026-03-16,V0368,EngineFault,High,1,27,1229
M01068,2026-03-16,V0304,BrakeIssue,Medium,10,9,429
M01069,2026-03-16,V0196,BodyDamage,Medium,9,8,638
M01070,2026-03-16,V0010,TyreWear,Medium,13,13,469
M01071,2026-03-16,V0311,BodyDamage,Critical,1,73,3837
M01072,2026-03-17,V0201,TyreWear,Medium,8,8,514
M01073,2026-03-17,V0266,SensorMalfunction,Medium,5,11,701
M01074,2026-03-17,V0388,SensorMalfunction,Medium,7,8,495
M01075,2026-03-17,V0069,EngineFault,Medium,10,13,599
M01076,2026-03-17,V0225,BrakeIssue,High,2,27,1208
M01077,2026-03-17,V0281,EngineFault,High,3,24,1533
M01078,2026-03-17,V0072,TyreWear,Low,4,3,356
M01079,2026-03-17,V0202,TyreWear,Critical,3,75,3520
M01080,2026-03-17,V0301,BrakeIssue,Medium,8,8,478
M01081,2026-03-17,V0205,TyreWear,Low,7,4,321
M01082,2026-03-17,V0221,BatteryDegradation,High,2,27,1287
M01083,2026-03-17,V0122,TyreWear,Medium,7,9,455
M01084,2026-03-17,V0136,SensorMalfunction,Low,3,6,167
M01085,2026-03-17,V0392,BrakeIssue,Medium,5,9,357
M01086,2026-03-17,V0092,BrakeIssue,High,1,26,1293
M01087,2026-03-17,V0128,BodyDamage,High,4,29,1371
M01088,2026-03-17,V0014,EngineFault,Low,13,5,280
M01089,2026-03-17,V0317,SensorMalfunction,Critical,6,74,3576
M01090,2026-03-17,V0174,BrakeIssue,Low,8,3,459
M01091,2026-03-17,V0159,TyreWear,Medium,10,8,605
M01092,2026-03-17,V0157,EngineFault,High,5,24,1481
M01093,2026-03-17,V0057,SensorMalfunction,Low,6,5,257
M01094,2026-03-17,V0140,BodyDamage,Low,5,2,119
M01095,2026-03-17,V0102,EngineFault,Medium,12,13,730
M01096,2026-03-17,V0354,BodyDamage,Low,6,2,404
M01097,2026-03-17,V0150,TyreWear,Medium,7,11,358
M01098,2026-03-17,V0174,BatteryDegradation,Low,8,4,317
M01099,2026-03-17,V0282,BrakeIssue,Critical,4,74,3607
M01100,2026-03-17,V0189,BodyDamage,Low,11,3,210
M01101,2026-03-17,V0398,BatteryDegradation,Low,4,5,95
M01102,2026-03-17,V0053,TyreWear,Critical,2,77,3556
M01103,2026-03-17,V0342,SensorMalfunction,Medium,11,10,657
M01104,2026-03-17,V0013,BatteryDegradation,Low,6,2,470
M01105,2026-03-18,V0162,BatteryDegradation,Medium,8,10,439
M01106,2026-03-18,V0245,SensorMalfunction,Low,9,7,135
M01107,2026-03-18,V0095,BrakeIssue,High,7,25,1544
M01108,2026-03-18,V0119,TyreWear,Medium,6,13,665
M01109,2026-03-18,V0213,BrakeIssue,Medium,9,8,388
M01110,2026-03-18,V0089,EngineFault,Medium,7,11,496
M01111,2026-03-18,V0215,SensorMalfunction,Low,6,7,404
M01112,2026-03-18,V0253,BodyDamage,Low,9,6,360
M01113,2026-03-18,V0194,TyreWear,Low,5,7,439
M01114,2026-03-18,V0007,BodyDamage,High,2,25,1468
M01115,2026-03-18,V0125,SensorMalfunction,Low,10,7,193
M01116,2026-03-18,V0166,BatteryDegradation,Medium,12,9,548
M01117,2026-03-18,V0022,BodyDamage,High,4,27,1555
M01118,2026-03-18,V0297,EngineFault,Medium,4,13,701
M01119,2026-03-18,V0103,TyreWear,Low,5,2,338
M01120,2026-03-18,V0027,EngineFault,Medium,7,9,396
M01121,2026-03-18,V0274,BrakeIssue,High,2,26,1391
M01122,2026-03-18,V0171,EngineFault,Critical,2,74,3792
M01123,2026-03-18,V0282,BodyDamage,Medium,12,10,661
M01124,2026-03-18,V0250,BatteryDegradation,Low,7,3,191
M01125,2026-03-18,V0256,BodyDamage,Low,10,3,425
M01126,2026-03-18,V0292,BrakeIssue,Critical,4,74,3628
M01127,2026-03-18,V0114,BodyDamage,Critical,4,75,3612
M01128,2026-03-18,V0297,SensorMalfunction,Critical,2,73,3899
M01129,2026-03-18,V0103,BatteryDegradation,Medium,10,11,689
M01130,2026-03-19,V0209,SensorMalfunction,High,7,29,1339
M01131,2026-03-19,V0377,SensorMalfunction,Medium,13,11,585
M01132,2026-03-19,V0188,BatteryDegradation,Medium,9,13,371
M01133,2026-03-19,V0244,TyreWear,Medium,15,12,359
M01134,2026-03-19,V0266,SensorMalfunction,High,5,28,1564
M01135,2026-03-19,V0361,EngineFault,Low,12,7,322
M01136,2026-03-19,V0349,SensorMalfunction,Critical,4,72,3507
M01137,2026-03-19,V0184,BodyDamage,Low,8,2,475
M01138,2026-03-19,V0340,BrakeIssue,Medium,5,8,643
M01139,2026-03-19,V0381,BrakeIssue,Medium,7,8,384
M01140,2026-03-19,V0330,SensorMalfunction,Medium,11,11,417
M01141,2026-03-19,V0287,EngineFault,High,2,26,1595
M01142,2026-03-19,V0175,SensorMalfunction,Low,9,4,115
M01143,2026-03-19,V0158,EngineFault,Low,11,7,152
M01144,2026-03-19,V0032,BodyDamage,Low,8,2,308
M01145,2026-03-19,V0035,BrakeIssue,Medium,8,8,665
M01146,2026-03-20,V0152,BrakeIssue,Low,7,2,194
M01147,2026-03-20,V0246,BatteryDegradation,Low,11,7,166
M01148,2026-03-20,V0388,BatteryDegradation,High,5,24,1436
M01149,2026-03-20,V0148,BrakeIssue,High,2,28,1547
M01150,2026-03-20,V0223,BrakeIssue,Medium,8,13,580
M01151,2026-03-20,V0396,BatteryDegradation,Medium,8,9,419
M01152,2026-03-20,V0031,BodyDamage,High,1,26,1225
M01153,2026-03-20,V0061,BrakeIssue,Low,8,5,465
M01154,2026-03-20,V0231,BrakeIssue,Low,9,3,425
M01155,2026-03-20,V0229,EngineFault,Low,3,6,305
M01156,2026-03-20,V0341,TyreWear,Medium,13,11,730
M01157,2026-03-20,V0092,EngineFault,Medium,8,9,607
M01158,2026-03-20,V0039,BatteryDegradation,Medium,8,9,707
M01159,2026-03-20,V0171,SensorMalfunction,Low,8,2,297
M01160,2026-03-20,V0029,BodyDamage,Low,6,3,470
M01161,2026-03-20,V0011,BatteryDegradation,Medium,10,13,618
M01162,2026-03-20,V0214,BodyDamage,Critical,1,72,3535
M01163,2026-03-20,V0325,BrakeIssue,Medium,7,9,419
M01164,2026-03-20,V0385,BatteryDegradation,High,4,25,1211
M01165,2026-03-20,V0316,BrakeIssue,Medium,6,11,675
M01166,2026-03-20,V0136,TyreWear,Medium,7,11,476
M01167,2026-03-20,V0223,SensorMalfunction,Low,5,2,190
M01168,2026-03-20,V0384,BrakeIssue,Critical,2,76,3718
M01169,2026-03-20,V0113,BatteryDegradation,Low,6,7,351
M01170,2026-03-20,V0132,BrakeIssue,Low,4,6,460
M01171,2026-03-20,V0187,EngineFault,Medium,7,10,424
M01172,2026-03-20,V0159,BrakeIssue,Low,6,6,408
M01173,2026-03-20,V0254,BodyDamage,Medium,6,13,633
M01174,2026-03-20,V0002,SensorMalfunction,Low,7,2,90
M01175,2026-03-20,V0385,BrakeIssue,Critical,1,76,3685
M01176,2026-03-20,V0002,BrakeIssue,Low,9,4,463
M01177,2026-03-20,V0253,TyreWear,Medium,11,12,692
M01178,2026-03-20,V0117,SensorMalfunction,Low,10,3,114
M01179,2026-03-21,V0397,EngineFault,Medium,12,11,667
M01180,2026-03-21,V0286,BatteryDegradation,Medium,8,11,645
M01181,2026-03-21,V0336,EngineFault,Critical,1,76,3706
M01182,2026-03-21,V0037,TyreWear,Low,7,6,303
M01183,2026-03-21,V0210,BatteryDegradation,Medium,2,12,443
M01184,2026-03-21,V0390,SensorMalfunction,Critical,3,74,3582
M01185,2026-03-21,V0264,BatteryDegradation,High,2,29,1568
M01186,2026-03-21,V0041,EngineFault,Low,15,7,351
M01187,2026-03-21,V0347,SensorMalfunction,Low,13,6,368
M01188,2026-03-21,V0311,EngineFault,Low,8,7,352
M01189,2026-03-21,V0328,SensorMalfunction,Medium,9,9,734
M01190,2026-03-21,V0331,BatteryDegradation,Critical,0,75,3603
M01191,2026-03-21,V0127,BrakeIssue,Critical,2,72,3818
M01192,2026-03-21,V0352,BatteryDegradation,Medium,7,12,428
M01193,2026-03-21,V0056,EngineFault,Medium,9,12,513
M01194,2026-03-21,V0205,BatteryDegradation,Medium,8,9,412
M01195,2026-03-21,V0104,EngineFault,Medium,9,9,559
M01196,2026-03-21,V0032,BodyDamage,Critical,1,75,3871
M01197,2026-03-21,V0377,BrakeIssue,Medium,7,12,571
M01198,2026-03-21,V0057,TyreWear,High,5,26,1570
M01199,2026-03-21,V0117,SensorMalfunction,High,2,26,1526
M01200,2026-03-21,V0270,SensorMalfunction,Low,10,3,347
M01201,2026-03-21,V0285,BatteryDegradation,High,5,26,1369
M01202,2026-03-22,V0042,TyreWear,Medium,9,12,737
M01203,2026-03-22,V0025,SensorMalfunction,High,4,28,1388
M01204,2026-03-22,V0028,BodyDamage,Medium,7,9,724
M01205,2026-03-22,V0078,EngineFault,Low,6,4,416
M01206,2026-03-22,V0361,EngineFault,Low,7,4,452
M01207,2026-03-22,V0339,TyreWear,Medium,9,11,623
M01208,2026-03-22,V0224,EngineFault,High,4,25,1254
M01209,2026-03-22,V0087,SensorMalfunction,Low,9,5,113
M01210,2026-03-22,V0391,BrakeIssue,High,4,26,1563
M01211,2026-03-22,V0385,TyreWear,High,6,24,1322
M01212,2026-03-22,V0112,BodyDamage,Medium,11,11,739
M01213,2026-03-22,V0031,TyreWear,Low,13,2,356
M01214,2026-03-22,V0116,BatteryDegradation,Critical,1,72,3848
M01215,2026-03-22,V0308,EngineFault,High,3,28,1367
M01216,2026-03-22,V0366,SensorMalfunction,Low,5,5,252
M01217,2026-03-22,V0279,BrakeIssue,Low,9,6,199
M01218,2026-03-22,V0004,SensorMalfunction,Critical,4,75,3714
M01219,2026-03-22,V0015,BrakeIssue,Medium,11,10,587
M01220,2026-03-22,V0207,BatteryDegradation,Medium,9,12,540
M01221,2026-03-22,V0146,BatteryDegradation,Low,11,3,248
M01222,2026-03-22,V0365,BatteryDegradation,Critical,8,72,3589
M01223,2026-03-22,V0305,BodyDamage,Medium,14,11,716
M01224,2026-03-22,V0368,BrakeIssue,Low,7,5,160
M01225,2026-03-22,V0145,BodyDamage,Medium,6,13,561
M01226,2026-03-22,V0331,BatteryDegradation,Critical,3,77,3631
M01227,2026-03-22,V0234,EngineFault,Critical,3,77,3680
M01228,2026-03-22,V0228,BatteryDegradation,High,4,29,1520
M01229,2026-03-22,V0053,BatteryDegradation,High,3,25,1246
M01230,2026-03-22,V0108,SensorMalfunction,High,2,29,1371
M01231,2026-03-22,V0035,TyreWear,Low,9,5,450
M01232,2026-03-22,V0282,BatteryDegradation,Low,13,2,374
M01233,2026-03-22,V0170,SensorMalfunction,Low,11,6,371
M01234,2026-03-22,V0147,SensorMalfunction,Critical,2,75,3734
M01235,2026-03-23,V0329,BodyDamage,Low,6,4,305
M01236,2026-03-23,V0201,SensorMalfunction,Low,7,2,86
M01237,2026-03-23,V0364,TyreWear,Low,12,3,97
M01238,2026-03-23,V0348,SensorMalfunction,Low,5,5,417
M01239,2026-03-23,V0067,SensorMalfunction,Low,11,4,420
M01240,2026-03-23,V0369,BrakeIssue,High,4,29,1250
M01241,2026-03-23,V0019,BrakeIssue,Low,6,3,239
M01242,2026-03-23,V0060,TyreWear,Low,9,5,306
M01243,2026-03-23,V0391,SensorMalfunction,Critical,0,76,3571
M01244,2026-03-23,V0146,BrakeIssue,Low,6,6,130
M01245,2026-03-23,V0379,BatteryDegradation,High,1,27,1254
M01246,2026-03-23,V0351,SensorMalfunction,Medium,7,10,484
M01247,2026-03-23,V0123,BrakeIssue,Low,7,2,471
M01248,2026-03-23,V0335,BrakeIssue,Low,9,6,390
M01249,2026-03-23,V0056,TyreWear,Low,12,2,384
M01250,2026-03-23,V0364,BodyDamage,Medium,5,12,515
M01251,2026-03-23,V0384,BrakeIssue,Medium,10,8,390
M01252,2026-03-24,V0006,TyreWear,High,3,27,1490
M01253,2026-03-24,V0240,BrakeIssue,Low,7,7,314
M01254,2026-03-24,V0088,EngineFault,Low,10,6,143
M01255,2026-03-24,V0109,TyreWear,Medium,7,12,565
M01256,2026-03-24,V0165,BrakeIssue,Medium,6,13,426
M01257,2026-03-24,V0375,TyreWear,Low,11,6,135
M01258,2026-03-24,V0282,BodyDamage,Critical,3,72,3590
M01259,2026-03-24,V0054,EngineFault,Medium,10,10,732
M01260,2026-03-24,V0001,SensorMalfunction,High,2,28,1257
M01261,2026-03-24,V0128,TyreWear,Medium,13,12,513
M01262,2026-03-24,V0398,BatteryDegradation,Medium,10,10,428
M01263,2026-03-24,V0012,SensorMalfunction,Critical,2,73,3808
M01264,2026-03-24,V0167,BodyDamage,Low,5,3,258
M01265,2026-03-24,V0182,EngineFault,Low,5,4,84
M01266,2026-03-24,V0352,EngineFault,High,2,29,1204
M01267,2026-03-24,V0146,SensorMalfunction,Critical,2,72,3821
M01268,2026-03-24,V0365,SensorMalfunction,Low,13,7,83
M01269,2026-03-24,V0265,BatteryDegradation,Medium,6,9,535
M01270,2026-03-24,V0067,BrakeIssue,Critical,7,72,3694
M01271,2026-03-24,V0246,BrakeIssue,Low,9,6,251
M01272,2026-03-24,V0113,BodyDamage,Critical,1,73,3783
M01273,2026-03-24,V0320,BatteryDegradation,Low,5,5,204
M01274,2026-03-24,V0122,BrakeIssue,Medium,11,8,477
M01275,2026-03-24,V0095,BatteryDegradation,Low,8,6,336
M01276,2026-03-25,V0235,EngineFault,High,3,27,1506
M01277,2026-03-25,V0102,BodyDamage,Low,11,6,421
M01278,2026-03-25,V0189,SensorMalfunction,Low,5,5,285
M01279,2026-03-25,V0134,SensorMalfunction,Medium,8,12,392
M01280,2026-03-25,V0205,BodyDamage,Medium,13,12,673
M01281,2026-03-25,V0139,BodyDamage,Low,11,5,410
M01282,2026-03-25,V0346,BodyDamage,Low,10,6,228
M01283,2026-03-25,V0318,BrakeIssue,Medium,6,8,598
M01284,2026-03-25,V0329,SensorMalfunction,Low,8,2,467
M01285,2026-03-25,V0071,BatteryDegradation,Low,12,3,225
M01286,2026-03-25,V0392,TyreWear,Medium,8,12,410
M01287,2026-03-25,V0077,BodyDamage,High,2,24,1539
M01288,2026-03-25,V0152,BodyDamage,High,3,28,1262
M01289,2026-03-25,V0260,TyreWear,Low,8,3,243
M01290,2026-03-25,V0391,EngineFault,Low,8,6,213
M01291,2026-03-26,V0151,TyreWear,Medium,8,12,585
M01292,2026-03-26,V0091,SensorMalfunction,Medium,5,8,694
M01293,2026-03-26,V0071,EngineFault,High,3,27,1362
M01294,2026-03-26,V0262,EngineFault,Low,8,2,211
