session_id,date,hub_id,vehicle_id,duration_minutes,kwh_delivered,platform_logged,asset_monitor_flag,cost_gbp
CH008203,2026-03-09,H003C,V0109,160,16.39,1,1,5.57
CH008204,2026-03-09,H023C,V0001,136,52.62,1,1,17.89
CH008205,2026-03-09,H017C,V0018,21,40.96,1,1,13.93
CH008206,2026-03-09,H024C,V0258,122,52.22,1,1,17.75
CH008207,2026-03-09,H030C,V0088,163,50.36,1,1,17.12
CH008208,2026-03-09,H020C,V0134,87,1.06,1,0,0.36
CH008209,2026-03-09,H008C,V0334,174,1.24,1,0,0.42
CH008210,2026-03-09,H026C,V0346,74,28.42,1,1,9.66
CH008211,2026-03-09,H023C,V0148,65,14.39,1,1,4.89
CH008212,2026-03-09,H020C,V0328,60,0.18,1,0,0.06
CH008213,2026-03-09,H030C,V0081,111,55.46,1,1,18.86
CH008214,2026-03-09,H021C,V0373,139,38.37,1,1,13.05
CH008215,2026-03-09,H034C,V0379,47,29.12,1,1,9.9
CH008216,2026-03-09,H030C,V0065,34,33.17,1,1,11.28
CH008217,2026-03-09,H006C,V0345,239,11.23,1,1,3.82
CH008218,2026-03-09,H014C,V0275,71,7.78,1,1,2.65
CH008219,2026-03-09,H035C,V0072,226,41.45,1,1,14.09
CH008220,2026-03-09,H024C,V0394,171,22.93,1,1,7.8
CH008221,2026-03-09,H013C,V0133,239,44.9,1,1,15.27
CH008222,2026-03-09,H024C,V0056,213,18.27,1,1,6.21
CH008223,2026-03-09,H011C,V0143,159,37.15,1,1,12.63
CH008224,2026-03-09,H020C,V0369,239,5.71,1,1,1.94
CH008225,2026-03-09,H024C,V0083,129,42.54,1,1,14.46
CH008226,2026-03-09,H008C,V0070,213,54.69,1,1,18.59
CH008227,2026-03-09,H014C,V0002,172,9.57,1,1,3.25
CH008228,2026-03-09,H003C,V0230,230,14.97,1,1,5.09
CH008229,2026-03-09,H018C,V0188,149,30.3,1,1,10.3
CH008230,2026-03-09,H033C,V0204,20,1.28,1,0,0.44
CH008231,2026-03-09,H030C,V0135,77,48.14,1,1,16.37
CH008232,2026-03-09,H030C,V0055,188,55.37,1,1,18.83
CH008233,2026-03-09,H019C,V0096,101,52.51,1,1,17.85
CH008234,2026-03-09,H011C,V0290,223,52.07,1,1,17.7
CH008235,2026-03-09,H017C,V0082,31,20.83,1,1,7.08
CH008236,2026-03-09,H018C,V0322,63,6.27,1,1,2.13
CH008237,2026-03-09,H020C,V0150,211,50.07,1,1,17.02
CH008238,2026-03-09,H003C,V0002,113,0.59,1,0,0.2
CH008239,2026-03-09,H030C,V0226,189,29.59,1,1,10.06
CH008240,2026-03-09,H035C,V0355,59,56.09,1,1,19.07
CH008241,2026-03-09,H003C,V0364,36,13.06,1,1,4.44
CH008242,2026-03-09,H018C,V0383,233,53.37,1,1,18.15
CH008243,2026-03-09,H024C,V0337,138,21.87,1,1,7.44
CH008244,2026-03-09,H028C,V0091,91,1.46,1,0,0.5
CH008245,2026-03-09,H021C,V0269,112,7.13,1,1,2.42
CH008246,2026-03-09,H031C,V0019,99,56.92,1,1,19.35
CH008247,2026-03-09,H034C,V0396,238,8.84,1,1,3.01
CH008248,2026-03-09,H013C,V0014,131,13.19,1,1,4.48
CH008249,2026-03-09,H013C,V0373,122,0.89,1,0,0.3
CH008250,2026-03-09,H016C,V0035,53,52.42,1,1,17.82
CH008251,2026-03-09,H014C,V0341,189,0.8,1,0,0.27
CH008252,2026-03-09,H032C,V0163,186,7.67,1,1,2.61
CH008253,2026-03-09,H018C,V0269,82,0.67,1,0,0.23
CH008254,2026-03-09,H013C,V0058,21,49.37,1,1,16.79
CH008255,2026-03-09,H030C,V0212,135,52.99,1,1,18.02
CH008256,2026-03-09,H018C,V0179,128,5.53,1,1,1.88
CH008257,2026-03-09,H035C,V0389,68,32.62,1,1,11.09
CH008258,2026-03-09,H028C,V0108,220,37.1,1,1,12.61
CH008259,2026-03-09,H031C,V0368,146,56.16,1,1,19.09
CH008260,2026-03-09,H033C,V0251,92,12.6,1,1,4.28
CH008261,2026-03-09,H023C,V0358,225,17.4,1,1,5.92
CH008262,2026-03-09,H035C,V0334,53,21.02,1,1,7.15
CH008263,2026-03-09,H023C,V0338,232,36.53,1,1,12.42
CH008264,2026-03-09,H003C,V0302,225,19.07,1,1,6.48
CH008265,2026-03-09,H024C,V0334,159,21.88,1,1,7.44
CH008266,2026-03-09,H006C,V0175,193,0.42,1,0,0.14
CH008267,2026-03-09,H006C,V0012,17,19.56,1,1,6.65
CH008268,2026-03-09,H024C,V0109,123,47.51,1,1,16.15
CH008269,2026-03-09,H020C,V0047,167,1.53,1,0,0.52
CH008270,2026-03-09,H016C,V0328,40,8.0,1,1,2.72
CH008271,2026-03-09,H014C,V0103,233,4.1,1,1,1.39
CH008272,2026-03-09,H023C,V0015,138,35.57,1,1,12.09
CH008273,2026-03-09,H006C,V0324,132,19.94,1,1,6.78
CH008274,2026-03-09,H016C,V0299,226,8.78,1,1,2.99
CH008275,2026-03-09,H030C,V0038,89,16.43,1,1,5.59
CH008276,2026-03-09,H035C,V0360,195,9.74,1,1,3.31
CH008277,2026-03-09,H033C,V0198,30,33.18,1,1,11.28
CH008278,2026-03-09,H017C,V0369,66,35.17,1,1,11.96
CH008279,2026-03-09,H017C,V0087,165,4.69,1,1,1.59
CH008280,2026-03-09,H020C,V0233,205,47.3,1,1,16.08
CH008281,2026-03-09,H023C,V0039,122,45.14,1,1,15.35
CH008282,2026-03-09,H033C,V0298,138,56.22,1,1,19.11
CH008283,2026-03-09,H032C,V0342,210,22.34,1,1,7.6
CH008284,2026-03-09,H020C,V0098,165,19.76,1,1,6.72
CH008285,2026-03-09,H026C,V0382,61,18.9,1,1,6.43
CH008286,2026-03-09,H034C,V0188,67,8.32,1,1,2.83
CH008287,2026-03-09,H021C,V0083,169,50.81,1,1,17.28
CH008288,2026-03-09,H008C,V0381,216,0.23,1,0,0.08
CH008289,2026-03-09,H019C,V0369,226,9.82,1,1,3.34
CH008290,2026-03-09,H024C,V0291,56,16.97,1,1,5.77
CH008291,2026-03-09,H024C,V0332,197,50.61,1,1,17.21
CH008292,2026-03-09,H017C,V0345,218,6.63,1,1,2.25
CH008293,2026-03-09,H003C,V0306,161,36.48,1,1,12.4
CH008294,2026-03-09,H018C,V0105,168,16.63,1,1,5.65
CH008295,2026-03-09,H019C,V0345,65,42.88,1,1,14.58
CH008296,2026-03-09,H026C,V0179,204,0.97,1,0,0.33
CH008297,2026-03-09,H021C,V0057,126,42.25,1,1,14.37
CH008298,2026-03-09,H026C,V0069,217,25.87,1,1,8.8
CH008299,2026-03-09,H017C,V0314,167,34.95,1,1,11.88
CH008300,2026-03-09,H028C,V0297,87,54.23,1,1,18.44
CH008301,2026-03-09,H024C,V0120,177,23.81,1,1,8.1
CH008302,2026-03-09,H008C,V0110,222,20.33,1,1,6.91
CH008303,2026-03-09,H012C,V0199,227,45.15,1,1,15.35
CH008304,2026-03-09,H026C,V0142,199,47.53,1,1,16.16
CH008305,2026-03-09,H014C,V0258,112,9.09,1,1,3.09
CH008306,2026-03-09,H008C,V0104,123,32.82,1,1,11.16
CH008307,2026-03-09,H010C,V0297,170,5.78,1,1,1.97
CH008308,2026-03-09,H035C,V0251,79,53.62,1,1,18.23
CH008309,2026-03-09,H026C,V0203,98,58.8,1,1,19.99
CH008310,2026-03-09,H024C,V0079,63,12.38,1,1,4.21
CH008311,2026-03-09,H021C,V0090,213,5.1,1,1,1.73
CH008312,2026-03-09,H034C,V0106,168,6.82,1,1,2.32
CH008313,2026-03-09,H033C,V0237,82,1.19,1,0,0.4
CH008314,2026-03-09,H012C,V0039,31,17.6,1,1,5.98
CH008315,2026-03-09,H032C,V0073,110,59.38,1,1,20.19
CH008316,2026-03-09,H011C,V0089,160,27.65,1,1,9.4
CH008317,2026-03-09,H034C,V0093,235,28.14,1,1,9.57
CH008318,2026-03-09,H030C,V0360,18,1.22,1,0,0.41
CH008319,2026-03-09,H030C,V0345,18,27.89,1,1,9.48
CH008320,2026-03-09,H026C,V0370,228,12.04,1,1,4.09
CH008321,2026-03-09,H012C,V0057,231,31.02,1,1,10.55
CH008322,2026-03-09,H018C,V0235,135,23.16,1,1,7.87
CH008323,2026-03-09,H003C,V0006,170,6.96,1,1,2.37
CH008324,2026-03-09,H023C,V0285,186,59.87,1,1,20.36
CH008325,2026-03-09,H010C,V0091,64,31.66,1,1,10.76
CH008326,2026-03-09,H011C,V0273,38,54.28,1,1,18.46
CH008327,2026-03-09,H034C,V0002,158,15.9,1,1,5.41
CH008328,2026-03-09,H017C,V0293,157,12.81,1,1,4.36
CH008329,2026-03-09,H016C,V0393,182,56.07,1,1,19.06
CH008330,2026-03-09,H026C,V0106,133,4.27,1,1,1.45
CH008331,2026-03-09,H019C,V0173,34,55.17,1,1,18.76
CH008332,2026-03-09,H023C,V0385,218,18.05,1,1,6.14
CH008333,2026-03-09,H024C,V0035,98,53.73,1,1,18.27
CH008334,2026-03-09,H019C,V0344,218,0.11,1,0,0.04
CH008335,2026-03-09,H033C,V0108,194,19.45,1,1,6.61
CH008336,2026-03-09,H010C,V0299,190,16.54,1,1,5.62
CH008337,2026-03-09,H023C,V0267,219,12.9,1,1,4.39
CH008338,2026-03-09,H034C,V0150,33,46.9,1,1,15.95
CH008339,2026-03-09,H020C,V0002,222,45.78,1,1,15.57
CH008340,2026-03-09,H017C,V0122,38,1.19,1,0,0.4
CH008341,2026-03-09,H021C,V0229,103,1.94,1,0,0.66
CH008342,2026-03-09,H030C,V0346,64,15.28,1,1,5.2
CH008343,2026-03-09,H014C,V0239,90,0.62,1,0,0.21
CH008344,2026-03-09,H008C,V0369,134,47.93,1,1,16.3
CH008345,2026-03-09,H010C,V0161,101,49.6,1,1,16.86
CH008346,2026-03-09,H033C,V0340,168,34.29,1,1,11.66
CH008347,2026-03-09,H035C,V0121,116,52.38,1,1,17.81
CH008348,2026-03-09,H019C,V0180,45,24.36,1,1,8.28
CH008349,2026-03-09,H032C,V0161,170,37.27,1,1,12.67
CH008350,2026-03-09,H024C,V0384,92,0.96,1,0,0.33
CH008351,2026-03-09,H033C,V0393,102,58.81,1,1,20.0
CH008352,2026-03-09,H023C,V0311,182,36.39,1,1,12.37
CH008353,2026-03-09,H020C,V0388,235,48.47,1,1,16.48
CH008354,2026-03-09,H019C,V0340,109,45.35,1,1,15.42
CH008355,2026-03-09,H024C,V0295,206,41.75,1,1,14.2
CH008356,2026-03-09,H021C,V0153,78,46.28,1,1,15.74
CH008357,2026-03-09,H020C,V0357,19,12.98,1,1,4.41
CH008358,2026-03-09,H016C,V0197,60,6.37,1,1,2.17
CH008359,2026-03-09,H020C,V0019,134,9.18,1,1,3.12
CH008360,2026-03-09,H028C,V0138,116,0.39,1,0,0.13
CH008361,2026-03-09,H011C,V0003,180,1.15,1,0,0.39
CH008362,2026-03-09,H026C,V0275,110,29.3,1,1,9.96
CH008363,2026-03-09,H035C,V0387,215,46.99,1,1,15.98
CH008364,2026-03-09,H018C,V0354,139,59.15,1,1,20.11
CH008365,2026-03-09,H032C,V0065,160,9.34,1,1,3.18
CH008366,2026-03-09,H030C,V0179,158,57.66,1,1,19.6
CH008367,2026-03-09,H017C,V0126,38,4.43,1,1,1.51
CH008368,2026-03-09,H018C,V0387,89,39.68,1,1,13.49
CH008369,2026-03-09,H012C,V0035,50,34.36,1,1,11.68
CH008370,2026-03-09,H024C,V0143,50,46.21,1,1,15.71
CH008371,2026-03-09,H006C,V0113,173,7.56,1,1,2.57
CH008372,2026-03-09,H030C,V0257,92,45.1,1,1,15.33
CH008373,2026-03-09,H028C,V0215,171,1.03,1,0,0.35
CH008374,2026-03-09,H024C,V0221,70,31.71,1,1,10.78
CH008375,2026-03-09,H011C,V0246,195,57.3,1,1,19.48
CH008376,2026-03-10,H028C,V0203,47,39.51,1,1,13.43
CH008377,2026-03-10,H024C,V0066,103,26.43,1,1,8.99
CH008378,2026-03-10,H023C,V0142,169,31.73,1,1,10.79
CH008379,2026-03-10,H017C,V0306,197,0.77,1,0,0.26
CH008380,2026-03-10,H016C,V0066,112,35.43,1,1,12.05
CH008381,2026-03-10,H012C,V0002,178,36.59,1,1,12.44
CH008382,2026-03-10,H021C,V0036,114,5.86,1,1,1.99
CH008383,2026-03-10,H033C,V0288,184,44.02,1,1,14.97
CH008384,2026-03-10,H028C,V0142,202,0.29,1,0,0.1
CH008385,2026-03-10,H034C,V0018,129,24.96,1,1,8.49
CH008386,2026-03-10,H021C,V0368,206,31.74,1,1,10.79
CH008387,2026-03-10,H031C,V0077,185,55.3,1,1,18.8
CH008388,2026-03-10,H031C,V0342,139,36.42,1,1,12.38
CH008389,2026-03-10,H028C,V0192,157,23.96,1,1,8.15
CH008390,2026-03-10,H033C,V0096,184,9.73,1,1,3.31
CH008391,2026-03-10,H032C,V0219,16,29.63,1,1,10.07
CH008392,2026-03-10,H021C,V0324,81,27.13,1,1,9.22
CH008393,2026-03-10,H033C,V0110,103,14.47,1,1,4.92
CH008394,2026-03-10,H006C,V0029,176,1.16,1,0,0.39
CH008395,2026-03-10,H020C,V0332,139,51.25,1,1,17.43
CH008396,2026-03-10,H024C,V0065,114,52.76,1,1,17.94
CH008397,2026-03-10,H017C,V0172,41,33.8,1,1,11.49
CH008398,2026-03-10,H021C,V0088,132,53.25,1,1,18.11
CH008399,2026-03-10,H030C,V0017,45,44.76,1,1,15.22
CH008400,2026-03-10,H014C,V0073,137,55.35,1,1,18.82
CH008401,2026-03-10,H008C,V0105,41,31.17,1,1,10.6
CH008402,2026-03-10,H014C,V0028,78,59.02,1,1,20.07
CH008403,2026-03-10,H013C,V0042,24,32.09,1,1,10.91
CH008404,2026-03-10,H028C,V0285,182,0.57,1,0,0.19
CH008405,2026-03-10,H013C,V0236,178,1.36,1,0,0.46
CH008406,2026-03-10,H014C,V0098,192,60.0,1,1,20.4
CH008407,2026-03-10,H003C,V0370,101,27.59,1,1,9.38
CH008408,2026-03-10,H008C,V0049,118,6.65,1,1,2.26
CH008409,2026-03-10,H010C,V0334,91,7.39,1,1,2.51
CH008410,2026-03-10,H026C,V0107,106,28.21,1,1,9.59
CH008411,2026-03-10,H033C,V0008,135,25.72,1,1,8.74
CH008412,2026-03-10,H020C,V0138,227,22.19,1,1,7.54
CH008413,2026-03-10,H016C,V0203,56,29.9,1,1,10.17
CH008414,2026-03-10,H028C,V0124,211,24.02,1,1,8.17
CH008415,2026-03-10,H018C,V0216,155,8.21,1,1,2.79
CH008416,2026-03-10,H024C,V0123,135,29.38,1,1,9.99
CH008417,2026-03-10,H019C,V0063,48,37.23,1,1,12.66
CH008418,2026-03-10,H034C,V0115,104,18.25,1,1,6.21
CH008419,2026-03-10,H019C,V0070,187,40.26,1,1,13.69
CH008420,2026-03-10,H030C,V0156,169,33.03,1,1,11.23
CH008421,2026-03-10,H010C,V0133,181,26.94,1,1,9.16
CH008422,2026-03-10,H008C,V0110,144,52.65,1,1,17.9
CH008423,2026-03-10,H013C,V0166,82,26.8,1,1,9.11
CH008424,2026-03-10,H031C,V0188,154,19.91,1,1,6.77
CH008425,2026-03-10,H016C,V0134,58,44.37,1,1,15.09
CH008426,2026-03-10,H023C,V0291,35,44.25,1,1,15.05
CH008427,2026-03-10,H026C,V0091,186,40.98,1,1,13.93
CH008428,2026-03-10,H018C,V0035,138,1.71,1,0,0.58
CH008429,2026-03-10,H023C,V0400,94,15.15,1,1,5.15
CH008430,2026-03-10,H030C,V0366,125,53.92,1,1,18.33
CH008431,2026-03-10,H028C,V0088,206,7.52,1,1,2.56
CH008432,2026-03-10,H032C,V0203,134,26.53,1,1,9.02
CH008433,2026-03-10,H023C,V0292,58,0.42,1,0,0.14
CH008434,2026-03-10,H008C,V0270,229,34.78,1,1,11.83
CH008435,2026-03-10,H014C,V0126,82,57.68,1,1,19.61
CH008436,2026-03-10,H019C,V0159,62,22.45,1,1,7.63
CH008437,2026-03-10,H021C,V0382,73,59.3,1,1,20.16
CH008438,2026-03-10,H031C,V0178,198,26.04,1,1,8.85
CH008439,2026-03-10,H014C,V0270,182,23.8,1,1,8.09
CH008440,2026-03-10,H013C,V0335,58,0.69,1,0,0.23
CH008441,2026-03-10,H028C,V0292,174,57.93,1,1,19.7
CH008442,2026-03-10,H030C,V0138,17,0.82,1,0,0.28
CH008443,2026-03-10,H034C,V0367,43,38.47,1,1,13.08
CH008444,2026-03-10,H035C,V0224,79,18.22,1,1,6.19
CH008445,2026-03-10,H021C,V0274,156,18.94,1,1,6.44
CH008446,2026-03-10,H016C,V0031,47,51.99,1,1,17.68
CH008447,2026-03-10,H023C,V0269,169,35.93,1,1,12.22
CH008448,2026-03-10,H028C,V0385,65,47.12,1,1,16.02
CH008449,2026-03-10,H011C,V0125,22,58.29,1,1,19.82
CH008450,2026-03-10,H033C,V0155,127,29.66,1,1,10.08
CH008451,2026-03-10,H006C,V0283,171,44.25,1,1,15.05
CH008452,2026-03-10,H010C,V0250,95,57.89,1,1,19.68
CH008453,2026-03-10,H031C,V0310,98,44.6,1,1,15.16
CH008454,2026-03-10,H030C,V0054,15,42.0,1,1,14.28
CH008455,2026-03-10,H035C,V0178,215,55.3,1,1,18.8
CH008456,2026-03-10,H011C,V0107,156,27.93,1,1,9.5
CH008457,2026-03-10,H021C,V0389,156,46.75,1,1,15.9
CH008458,2026-03-10,H031C,V0120,19,50.08,1,1,17.03
CH008459,2026-03-10,H032C,V0193,196,52.51,1,1,17.85
CH008460,2026-03-10,H021C,V0290,52,4.91,1,1,1.67
CH008461,2026-03-10,H012C,V0246,163,5.47,1,1,1.86
CH008462,2026-03-10,H013C,V0156,127,17.26,1,1,5.87
CH008463,2026-03-10,H033C,V0389,45,31.68,1,1,10.77
CH008464,2026-03-10,H028C,V0112,151,15.58,1,1,5.3
CH008465,2026-03-10,H011C,V0178,108,18.46,1,1,6.28
CH008466,2026-03-10,H026C,V0357,55,11.14,1,1,3.79
CH008467,2026-03-10,H019C,V0346,200,28.27,1,1,9.61
CH008468,2026-03-10,H010C,V0198,177,31.04,1,1,10.55
CH008469,2026-03-10,H030C,V0188,16,59.7,1,1,20.3
CH008470,2026-03-10,H013C,V0179,176,55.89,1,1,19.0
CH008471,2026-03-10,H024C,V0235,198,23.02,1,1,7.83
CH008472,2026-03-10,H035C,V0346,204,40.24,1,1,13.68
CH008473,2026-03-10,H031C,V0367,92,50.86,1,1,17.29
CH008474,2026-03-10,H006C,V0045,211,50.46,1,1,17.16
CH008475,2026-03-10,H003C,V0059,85,35.86,1,1,12.19
CH008476,2026-03-10,H032C,V0388,51,1.19,1,0,0.4
CH008477,2026-03-10,H024C,V0338,35,19.46,1,1,6.62
CH008478,2026-03-10,H008C,V0252,190,14.64,1,1,4.98
CH008479,2026-03-10,H006C,V0277,130,53.07,1,1,18.04
CH008480,2026-03-10,H031C,V0122,76,45.1,1,1,15.33
CH008481,2026-03-10,H035C,V0306,36,49.96,1,1,16.99
CH008482,2026-03-10,H033C,V0358,230,29.34,1,1,9.98
CH008483,2026-03-10,H011C,V0346,215,0.91,1,0,0.31
CH008484,2026-03-10,H003C,V0084,30,11.09,1,1,3.77
CH008485,2026-03-10,H028C,V0396,220,27.01,1,1,9.18
CH008486,2026-03-10,H033C,V0187,222,40.0,1,1,13.6
CH008487,2026-03-10,H012C,V0047,162,1.09,1,0,0.37
CH008488,2026-03-10,H011C,V0057,189,36.32,1,1,12.35
CH008489,2026-03-10,H019C,V0262,227,52.68,1,1,17.91
CH008490,2026-03-10,H008C,V0237,188,21.58,1,1,7.34
CH008491,2026-03-10,H006C,V0261,94,48.16,1,1,16.37
CH008492,2026-03-10,H016C,V0373,114,1.97,1,0,0.67
CH008493,2026-03-10,H019C,V0299,68,22.74,1,1,7.73
CH008494,2026-03-10,H020C,V0077,48,23.93,1,1,8.14
CH008495,2026-03-10,H017C,V0338,236,22.84,1,1,7.77
CH008496,2026-03-10,H035C,V0109,45,11.96,1,1,4.07
CH008497,2026-03-10,H021C,V0281,225,27.4,1,1,9.32
CH008498,2026-03-10,H012C,V0069,122,38.02,1,1,12.93
CH008499,2026-03-10,H006C,V0046,109,33.75,1,1,11.48
CH008500,2026-03-10,H020C,V0131,215,53.54,1,1,18.2
CH008501,2026-03-10,H021C,V0165,53,5.1,1,1,1.73
CH008502,2026-03-10,H013C,V0259,198,56.51,1,1,19.21
CH008503,2026-03-10,H014C,V0251,158,27.56,1,1,9.37
CH008504,2026-03-10,H013C,V0277,60,47.04,1,1,15.99
CH008505,2026-03-10,H019C,V0017,28,7.97,1,1,2.71
CH008506,2026-03-10,H026C,V0070,81,1.49,1,0,0.51
CH008507,2026-03-10,H017C,V0084,87,32.48,1,1,11.04
CH008508,2026-03-10,H035C,V0059,171,0.72,1,0,0.24
CH008509,2026-03-10,H020C,V0058,169,36.95,1,1,12.56
CH008510,2026-03-10,H018C,V0098,137,5.03,1,1,1.71
CH008511,2026-03-10,H033C,V0224,66,59.96,1,1,20.39
CH008512,2026-03-10,H008C,V0396,39,56.14,1,1,19.09
CH008513,2026-03-10,H016C,V0006,49,51.71,1,1,17.58
CH008514,2026-03-10,H014C,V0024,236,16.82,1,1,5.72
CH008515,2026-03-10,H032C,V0200,200,43.24,1,1,14.7
CH008516,2026-03-10,H018C,V0122,50,31.51,1,1,10.71
CH008517,2026-03-10,H031C,V0313,72,59.06,1,1,20.08
CH008518,2026-03-10,H026C,V0346,225,42.64,1,1,14.5
CH008519,2026-03-10,H017C,V0030,60,0.36,1,0,0.12
CH008520,2026-03-10,H033C,V0110,129,58.33,1,1,19.83
CH008521,2026-03-10,H012C,V0029,39,48.23,1,1,16.4
CH008522,2026-03-10,H011C,V0367,42,15.37,1,1,5.23
CH008523,2026-03-10,H017C,V0221,66,14.26,1,1,4.85
CH008524,2026-03-10,H017C,V0084,175,56.7,1,1,19.28
CH008525,2026-03-10,H019C,V0022,67,18.46,1,1,6.28
CH008526,2026-03-10,H024C,V0111,50,53.59,1,1,18.22
CH008527,2026-03-10,H019C,V0006,179,8.06,1,1,2.74
CH008528,2026-03-10,H035C,V0250,118,23.88,1,1,8.12
CH008529,2026-03-10,H013C,V0302,95,52.21,1,1,17.75
CH008530,2026-03-10,H014C,V0392,106,41.09,1,1,13.97
CH008531,2026-03-10,H012C,V0212,183,6.01,1,1,2.04
CH008532,2026-03-10,H006C,V0355,21,38.94,1,1,13.24
CH008533,2026-03-10,H030C,V0262,184,36.44,1,1,12.39
CH008534,2026-03-10,H030C,V0252,165,10.8,1,1,3.67
CH008535,2026-03-10,H023C,V0012,220,24.46,1,1,8.32
CH008536,2026-03-10,H011C,V0107,233,27.9,1,1,9.49
CH008537,2026-03-10,H016C,V0002,94,39.93,1,1,13.58
CH008538,2026-03-10,H017C,V0387,34,28.67,1,1,9.75
CH008539,2026-03-10,H013C,V0042,108,50.28,1,1,17.1
CH008540,2026-03-10,H003C,V0381,162,49.35,1,1,16.78
CH008541,2026-03-10,H031C,V0006,176,37.77,1,1,12.84
CH008542,2026-03-10,H023C,V0197,201,50.91,1,1,17.31
CH008543,2026-03-10,H010C,V0275,35,26.95,1,1,9.16
CH008544,2026-03-10,H028C,V0079,164,20.5,1,1,6.97
CH008545,2026-03-10,H014C,V0277,84,10.37,1,1,3.53
CH008546,2026-03-10,H018C,V0288,73,12.99,1,1,4.42
CH008547,2026-03-10,H034C,V0098,83,39.7,1,1,13.5
CH008548,2026-03-10,H011C,V0313,68,42.58,1,1,14.48
CH008549,2026-03-10,H024C,V0194,215,12.12,1,1,4.12
CH008550,2026-03-10,H032C,V0263,183,39.5,1,1,13.43
CH008551,2026-03-10,H014C,V0199,148,24.09,1,1,8.19
CH008552,2026-03-10,H021C,V0138,210,36.16,1,1,12.29
CH008553,2026-03-10,H018C,V0105,83,27.0,1,1,9.18
CH008554,2026-03-10,H023C,V0159,64,42.62,1,1,14.49
CH008555,2026-03-10,H008C,V0180,148,58.19,1,1,19.78
CH008556,2026-03-10,H011C,V0181,169,27.34,1,1,9.3
CH008557,2026-03-10,H019C,V0194,77,21.53,1,1,7.32
CH008558,2026-03-10,H014C,V0131,52,0.94,1,0,0.32
CH008559,2026-03-10,H018C,V0121,93,32.29,1,1,10.98
CH008560,2026-03-10,H028C,V0387,220,15.47,1,1,5.26
CH008561,2026-03-10,H010C,V0113,57,28.48,1,1,9.68
CH008562,2026-03-10,H023C,V0390,116,5.15,1,1,1.75
CH008563,2026-03-10,H010C,V0082,122,7.34,1,1,2.5
CH008564,2026-03-10,H020C,V0165,203,10.3,1,1,3.5
CH008565,2026-03-10,H021C,V0049,137,43.12,1,1,14.66
CH008566,2026-03-10,H018C,V0369,121,0.72,1,0,0.24
CH008567,2026-03-10,H033C,V0103,98,50.78,1,1,17.27
CH008568,2026-03-10,H030C,V0092,165,46.69,1,1,15.87
CH008569,2026-03-10,H030C,V0309,131,15.08,1,1,5.13
CH008570,2026-03-10,H011C,V0252,100,41.7,1,1,14.18
CH008571,2026-03-10,H016C,V0081,42,56.25,1,1,19.12
CH008572,2026-03-10,H023C,V0291,129,30.39,1,1,10.33
CH008573,2026-03-10,H006C,V0345,99,15.86,1,1,5.39
CH008574,2026-03-10,H011C,V0031,80,26.87,1,1,9.14
CH008575,2026-03-10,H019C,V0029,235,0.81,1,0,0.28
CH008576,2026-03-10,H032C,V0047,80,45.99,1,1,15.64
CH008577,2026-03-10,H013C,V0367,188,10.49,1,1,3.57
CH008578,2026-03-10,H016C,V0344,181,19.56,1,1,6.65
CH008579,2026-03-10,H014C,V0261,93,36.01,1,1,12.24
CH008580,2026-03-10,H014C,V0236,131,54.78,1,1,18.63
CH008581,2026-03-10,H006C,V0179,202,0.61,1,0,0.21
CH008582,2026-03-10,H012C,V0193,42,10.01,1,1,3.4
CH008583,2026-03-10,H031C,V0355,25,50.36,1,1,17.12
CH008584,2026-03-10,H035C,V0226,235,24.21,1,1,8.23
CH008585,2026-03-10,H031C,V0263,86,46.06,1,1,15.66
CH008586,2026-03-10,H018C,V0204,233,52.57,1,1,17.87
CH008587,2026-03-10,H012C,V0369,54,41.68,1,1,14.17
CH008588,2026-03-10,H017C,V0337,98,29.65,1,1,10.08
CH008589,2026-03-10,H023C,V0194,226,27.41,1,1,9.32
CH008590,2026-03-10,H013C,V0092,22,11.1,1,1,3.77
CH008591,2026-03-10,H034C,V0367,51,50.35,1,1,17.12
CH008592,2026-03-10,H030C,V0031,237,27.09,1,1,9.21
CH008593,2026-03-10,H011C,V0251,161,38.65,1,1,13.14
CH008594,2026-03-10,H031C,V0358,160,5.51,1,1,1.87
CH008595,2026-03-10,H006C,V0093,47,39.22,1,1,13.33
CH008596,2026-03-10,H023C,V0384,154,31.25,1,1,10.62
CH008597,2026-03-10,H010C,V0281,94,1.57,1,0,0.53
CH008598,2026-03-10,H031C,V0054,88,0.24,1,0,0.08
CH008599,2026-03-11,H011C,V0181,170,47.15,1,1,16.03
CH008600,2026-03-11,H019C,V0250,79,5.25,1,1,1.79
CH008601,2026-03-11,H014C,V0236,216,59.14,1,1,20.11
CH008602,2026-03-11,H034C,V0328,98,27.45,1,1,9.33
CH008603,2026-03-11,H019C,V0122,134,0.45,1,0,0.15
CH008604,2026-03-11,H023C,V0274,104,47.65,1,1,16.2
CH008605,2026-03-11,H008C,V0393,202,18.87,1,1,6.42
CH008606,2026-03-11,H017C,V0334,201,8.01,1,1,2.72
CH008607,2026-03-11,H012C,V0039,132,39.81,1,1,13.54
CH008608,2026-03-11,H035C,V0042,56,46.04,1,1,15.65
CH008609,2026-03-11,H021C,V0390,51,26.64,1,1,9.06
CH008610,2026-03-11,H033C,V0083,155,17.56,1,1,5.97
CH008611,2026-03-11,H012C,V0015,193,34.45,1,1,11.71
CH008612,2026-03-11,H034C,V0156,111,42.96,1,1,14.61
